Id,Reputation,CreationDate,DisplayName,LastAccessDate,WebsiteUrl,Location,Age,AboutMe,Views,UpVotes,DownVotes
70,101,2011-11-30 22:26:04.320,Ankur Banerjee,2012-06-27 10:42:47.083,http://www.ankurb.info,"Guildford, United Kingdom",24,<p>I occasionally say mildly funny things to people who know me well-enough.</p>,1,5,0
71,101,2011-11-30 22:29:10.227,Zeemee,2014-09-01 11:54:25.020,NULL,"Freiburg, Germany",33,NULL,0,0,0
72,101,2011-11-30 23:07:04.593,MacMac,2014-08-16 09:58:56.600,NULL,NULL,NULL,<p>:-)</p>,0,0,0
73,1549,2011-11-30 23:16:19.107,Codemwnci,2014-02-11 07:13:53.853,http://www.the-play-book.co.uk,"Wales, United Kingdom",34,"<p>I am</p>  <ul> <li>A Software Architect working for a FTSE 100 Insurance company in the UK.</li> <li>Author of <a href=""http://www.the-play-book.co.uk"" rel=""nofollow"">Introducing the Play Framework.</a></li> <li>A technologist.</li> </ul>  <p>My main areas of interest are</p>  <ul> <li>Java</li> <li>The Play Framework</li> <li>Web Programming</li> </ul>",17,9,0
74,405,2011-11-30 23:16:53.757,Stephan Muller,2013-12-20 12:41:27.153,http://www.stephanmuller.nl,Netherlands,29,"<p>Front-end developer, movie enthousiast, amateur unicorn.</p>",22,46,1
75,241,2011-11-30 23:42:35.700,SirYakalot,2011-12-13 19:13:21.420,NULL,United Kingdom,NULL,NULL,4,0,0
76,238,2011-11-30 23:52:38.207,Justin808,2013-12-15 18:36:31.140,http://None,"Honolulu, HI",37,<p>Just some guy on the interwebs.</p>,1,4,0
77,118,2011-11-30 23:54:30.420,Canadian Luke,2014-09-12 23:16:45.860,http://www.talk-about-it.ca,The computer screen,27,"<p><a href=""http://internetdefenseleague.org"" rel=""nofollow""><img src=""http://internetdefenseleague.org/images/badges/final/side_bar_badge.png"" alt=""Member of The Internet Defense League""/></a></p>  <p><a href=""http://www.piday.org/?ref=widget"" rel=""nofollow""></a></p>  <p><a href=""http://www.talk-about-it.ca"" rel=""nofollow"">Talk About IT</a> - An IT blog for those in need</p>  <p>Sup?</p>",0,13,0
79,103,2011-12-01 00:10:33.173,Ullallulloo,2014-08-14 22:47:44.713,NULL,Illinois,19,"<p>I play video games and program some flash in my spare time, but I have school to do most of the time if it's not summer. =/</p>  <p><a href=""http://stackexchange.com/users/5f55f8fbd71243bf99c99626b0b2210d""> <img src=""http://stackexchange.com/users/flair/5f55f8fbd71243bf99c99626b0b2210d.png"" width=""208"" height=""58"" alt=""profile for Ullallulloo on Stack Exchange, a network of free, community-driven Q&amp;A sites"" title=""profile for Ullallulloo on Stack Exchange, a network of free, community-driven Q&amp;A sites""> </a></p>",0,41,1
80,101,2011-12-01 00:34:03.333,Chard,2012-02-14 23:42:57.157,http://vimeo.com/user7279365,"Queensland, Australia",23,<p>Studying Film and Screen. Budding cinematographer. Amateur photographer.  Avid video producer.  Professional scalawag.</p>,3,0,0
81,133,2011-12-01 00:43:43.297,Dante,2014-09-10 08:01:04.747,NULL,NULL,NULL,NULL,0,37,0
82,101,2011-12-01 01:03:57.823,PeterM,2011-12-08 08:48:10.383,http://maslosoft.com/,"Wroclaw, Poland",32,"<p>Im more software evangelist than programmer, i like to explore cutting edge technologies and use it in projects i work on. I more like designing systems than write the code.<br> Personally i love to travel, meet people from different cultures, seeing stunning landscapes, exploring areas which are not necessarily tourists attraction - like industrial areas, seaports, suburbs, to see how people live in different regions of our beautiful planet. Im also a sailing fanatic, love wind and water, when boat crosses waves splashing them in your face.</p>  <p><strong>My projects</strong></p>  <ul> <li><a href=""http://maslosoft.com/en/open-source/yii-addendum/"" rel=""nofollow"">Yii Addendum - Annotations for Yii</a></li> <li><a href=""http://maslosoft.com/en/open-source/yii-mangan/"" rel=""nofollow"">Yii Mangan - MongoDB Documment Mapper</a></li> <li><a href=""http://maslosoft.com/en/open-source/yii-signals/"" rel=""nofollow"">Yii Signals - Cross components communication</a></li> </ul>",0,1,0
83,2180,2011-12-01 01:14:01.463,Verge,2014-02-02 10:16:47.833,http://www.justinbiebermusic.com/default.aspx,"Perth, Australia",26,"<p>Hi my name is Derrick and I am a proud ""gaymer"". My fav game of all time is Just Cause 2 because Rico Rodriguez is just so sexy (dat ass). I am a big fan of Justin Beiber. I have degree in software engineering and am currently working on a Justin Bieber game as a side project.</p>  <p>I've clearly been hacked, but I'm keeping the above for fun.</p>",19,414,1
84,412,2011-12-01 01:45:29.977,row1,2014-06-24 08:05:14.540,NULL,New Zealand / Singapore,31,<p>Not much dude.</p>,5,19,0
85,101,2011-12-01 01:47:38.790,jlg,2011-12-20 22:24:04.663,NULL,"Waterloo, IA",31,"<p>IT Analyst at a financial company in Iowa.<p><a href=""http://twitter.com/jamiegrinnell"" rel=""nofollow"">@jamiegrinnell</a></p></p>",2,6,0
86,101,2011-12-01 02:11:55.433,Wick,2013-03-26 19:57:48.667,http://www.CarComplaints.com,NULL,NULL,NULL,0,0,0
87,285,2011-12-01 02:14:53.007,Nalaka526,2014-06-25 05:08:11.263,NULL,"Arangala, Sri Lanka",32,NULL,19,13,0
88,243,2011-12-01 02:23:50.697,pramodc84,2014-01-24 10:08:15.677,http://www.pramodc.wordpress.com,"Bangalore, India",30,"<p>Java programmer ,Web developer<br></p>  <p><br>http://www.delicious.com/pramodc84<br></p>  <p><br>http://www.facebook.com/pramodc84</p>",22,63,0
89,538,2011-12-01 02:45:37.720,Mayank,2014-01-02 18:07:11.263,http://www.mayanklive.com,"Hyderabad, India",30,<p>Just another C# developer currently with Microsoft.</p>,15,5,0
90,101,2011-12-01 03:23:04.720,WhiskeyTangoFoxtrot,2013-12-17 15:48:33.050,http://jknipp.com,Pennsylvania,25,<p>hello world</p>,0,4,0
91,456,2011-12-01 03:41:49.403,gprasant,2014-01-03 06:12:31.397,http://www.gprasant.wordpress.com,"Chennai, India",25,"<p>I am a programmer, the same species as <a href=""http://stackoverflow.com/users/6380/scott-hanselman"">Scott Hanselman</a> and Jeff Atwood.  I am still not that good, but I will be one day. I write at gprasant.wordpress.com. Would love to solve problems/code with you as long as there's beer involved. </p>  <p>Twitter:</p>  <p><a href=""http://twitter.com/#!/nagu89"" rel=""nofollow"">@nagu89</a></p>",2,1,0
92,373,2011-12-01 03:42:06.687,Kalamane,2014-09-02 04:31:46.580,http://google.com,Utah,29,NULL,2,22,0
93,101,2011-12-01 03:49:31.430,Rupesh Pawar,2011-12-08 03:40:08.217,NULL,NULL,NULL,NULL,0,4,0
94,101,2011-12-01 03:52:36.017,Joel Spolsky,2014-05-14 02:02:29.917,http://www.joelonsoftware.com/,"New York, NY",NULL,"<p>I am:</p>  <ul> <li>the co-founder and CEO of <a href=""http://stackexchange.com"">Stack Exchange</a></li> <li>the co-founder of <a href=""http://www.fogcreek.com"" rel=""nofollow"">Fog Creek Software</a></li> <li>owner of Taco, the most famous Siberian Husky on the Upper West Side.</li> </ul>  <p>You can find me:</p>  <ul> <li>on Twitter as <a href=""http://twitter.com/spolsky"" rel=""nofollow"">@spolsky</a></li> <li>on my rarely-updated blog, <a href=""http://joelonsoftware.com"" rel=""nofollow"">Joel on Software</a></li> </ul>",6,0,0
95,146,2011-12-01 03:59:43.250,Wazzzy,2013-03-01 04:35:14.903,NULL,"Pune, India",28,<p>Warning: mysql_fetch_array(): supplied argument is not a valid MySQL result resource</p>,8,16,0
96,1701,2011-12-01 04:10:10.243,karthik,2014-09-11 17:28:01.733,http://twitter.com/argvK,"Bangalore, India",NULL,,45,136,8
97,41,2011-12-01 04:26:15.380,Techiegirl,2013-03-25 09:35:33.337,http://www.thebookishreviews.com/,India,30,<p>Software engineer by profession. Loves to code and read and share the information with others</p>,5,2,0
98,1,2011-12-01 04:49:44.063,Sklavit,2011-12-08 20:14:06.293,NULL,NULL,29,NULL,0,0,0
99,146,2011-12-01 05:27:59.820,Pranav Hosangadi,2014-07-09 05:30:48.697,https://www.linkedin.com/pub/pranav-hosangadi/53/261/503,"Raleigh, NC",22,NULL,1,5,0
100,2051,2011-12-01 06:07:58.090,Shawn Holmes,2014-08-01 03:22:22.363,http://bakuenryu.blogspot.com/,"Denver, CO",40,"<p>By day, 15 year veteran of Web App Development, primarily specializing in ColdFusion, but have been known to dabble in Flex, C#, PHP, and whatever else is needed to get the job done.</p>  <p>By night, husband, father of two, and World of Warcraft guild leader. Enjoy travel, watching movies, collecting MP3s, and listening to the 15 minute version of The Gap Band's ""You Dropped a Bomb On Me"" supplied by none other that Stack Overflow's Jeff Atwood...many moons before the Stack existed.</p>  <p>Current spare-time project is learning Common Lisp &amp; Clojure.</p>",26,9,0
101,101,2011-12-01 07:25:59.580,shikhar,2013-07-16 11:06:34.603,http://s.hikhar.com,"Ahmadabad, India",NULL,NULL,0,0,0
102,101,2011-12-01 07:28:30.920,Cyril Gandon,2011-12-08 07:47:01.287,http://cyrilgandon.blogspot.fr/,France,NULL,"<ul> <li>Computer science teacher in France <ul> <li><a href=""http://cyrilgandon.blogspot.fr/p/cv.html"" rel=""nofollow"">My resume on Blogger</a></li> <li><a href=""http://fr.linkedin.com/in/cyrilgandon"" rel=""nofollow"">Find me on LinkedIn</a></li> </ul></li> </ul>",0,0,0
103,103,2011-12-01 07:31:57.090,Kenny Rasschaert,2012-05-03 07:14:04.197,http://www.kennyrasschaert.be/,Belgium,26,"<p>Open source consultant, ASCII art specialist.</p>",2,19,0
104,161,2011-12-01 08:16:32.447,LaundroMat,2014-07-25 08:49:22.400,NULL,NULL,NULL,NULL,5,5,0
105,847,2011-12-01 08:57:04.027,Tshepang,2014-08-26 06:05:31.173,http://tshepang.net,"Gauteng, South Africa",31,"<p>I do software development <a href=""http://eiq.co.za"" rel=""nofollow"">for a living</a> and as a hobby (<a href=""http://tshepang.net/tags#wajig-ref"" rel=""nofollow"">examples</a>). My favorite language (and ecosystem) is <a href=""http://tshepang.net/tags#Python-ref"" rel=""nofollow"">Python</a>, and my OS of choice is <a href=""http://tshepang.net/tags#Debian-ref"" rel=""nofollow"">Debian</a>.</p>",46,260,22
106,267,2011-12-01 09:15:02.080,Shadow Wizard,2014-09-12 20:16:45.360,http://www.developerbarn.com/community/,Israel,36,"<p><a href=""http://stackoverflow.com/users/447356/shadow-wizard"">Programmer</a>. <a href=""http://gaming.stackexchange.com/users/7652/shadow-wizard"">Gamer</a>. <a href=""http://parenting.stackexchange.com/users/2513/shadow-wizard"">Parent</a>. <a href=""http://www.developerbarn.com/community/"" rel=""nofollow"">Barner</a>.</p>  <p>Here to help and learn, if you got anything to say to me in private, drop me a line to:</p>  <p><img src=""http://i.stack.imgur.com/j1rOb.png"" alt=""""> </p>  <p>&nbsp;</p>",38,78,2
107,101,2011-12-01 09:15:20.993,Robert MacLean,2011-12-06 06:34:27.657,http://www.sadev.co.za,South Africa,32,"<p>Robert started life as a comparatively fast sperm. At age 13, no longer a sperm, he got his first computer and broke it. He has spent much of his adult life devoted to helping others not to break computers; first as an IT Pro and now as a senior software developer. </p>  <p>His work in helping others has earned him numerous Microsoft ALM MVP awards in the past and many opportunities to speak at major software developer events. </p>  <p>He is most proud of his son. His website is <a href=""http://www.sadev.co.za"" rel=""nofollow"" title=""Blog"">www.sadev.co.za</a> and can also be found on <a href=""http://twitter.com/rmaclean"" rel=""nofollow"" title=""@rmaclean"">Twitter</a>. </p>",0,1,0
108,507,2011-12-01 09:16:28.320,benhowdle89,2014-03-26 10:16:54.763,http://benhowdle.im,NULL,25,"<p>Freelance software developer, working with Node.js, JavaScript and the whole front-end stack. Recently more and more excited by iOS and the new opportunities it brings.</p>",5,0,0
109,457,2011-12-01 09:18:40.567,Mormegil,2014-09-13 11:48:02.240,http://cs.wikipedia.org/wiki/User:Mormegil,"Prague, Czech Republic",35,<p>C# developer</p>,8,114,4
110,101,2011-12-01 09:23:00.300,Tom Walters,2012-04-11 15:36:39.443,http://tomsbigbox.com,"Cheadle, United Kingdom",20,"<p>I quite like this Internet thing.</p>  <p><a href=""http://about.me/tomwalters"" rel=""nofollow"">http://about.me/tomwalters</a></p>",0,3,0
111,474,2011-12-01 09:26:44.057,Vimal Raj,2014-06-19 06:11:46.827,http://www.techisolutions.info,"Dubai, United Arab Emirates",33,"<p>An Information technology enthusiast , with passion for bits ,bytes and Programming. A guy with immense experience in Architecting Systems, mostly in Microsoft platforms.</p>",25,77,3
112,706,2011-12-01 09:30:43.917,Joseph Lynn,2011-12-01 09:46:08.307,NULL,NULL,NULL,NULL,15,0,0
113,1727,2011-12-01 09:34:30.293,oers,2014-07-20 10:46:16.223,NULL,"Potsdam, Germany",35,"<p>I am a german software engineer with a focus on java.<br> <img src=""http://i.stack.imgur.com/055JK.jpg"" alt=""enter image description here""></p>",38,358,11
114,101,2011-12-01 10:19:10.253,Richard,2012-06-29 23:12:34.327,NULL,NULL,29,NULL,1,1,1
115,101,2011-12-01 10:43:16.027,Maksee,2012-11-10 22:31:46.993,http://www.maxerist.net,NULL,NULL,NULL,0,0,0
116,101,2011-12-01 11:26:21.947,vbence,2011-12-26 21:22:34.650,http://code.google.com/p/stream-m/,"Budapest, Hungary",NULL,"<p>Hi, my name is Bence and I'm a developer.</p>  <p>Current projects:</p>  <ul> <li><a href=""http://code.google.com/p/stream-m/"" rel=""nofollow"">stream.m</a> - A WebM live streaming server</li> <li><a href=""http://code.google.com/p/dvb-is/"" rel=""nofollow"">DVB InputStream</a> - Java interface for digital tuners (for Windows and Linux)</li> </ul>",1,10,0
117,1,2011-12-01 11:30:05.327,Bijoy K Jose,2013-03-06 08:56:20.663,NULL,"Kochi, India",28,NULL,5,0,0
118,1511,2011-12-01 11:40:18.020,DisgruntledGoat,2014-09-14 01:13:57.637,http://www.simpsoncrazy.com,United Kingdom,30,I'm a web developer and programmer from the UK. I'll fill this out more when I can be bothered; really I'm just trying to get the autobiography badge.,54,93,21
119,468,2011-12-01 11:49:10.990,mataug,2014-02-10 10:03:46.877,http://gautamk.com/,"Chennai, India",24,"<p>I am a coding enthusiast who is in love with the Linux Operating system.</p>  <p>My Favorite Languages are </p>  <p><code>Compiled</code> :</p>  <p>Its a Close tie between <code>Java</code>,<code>Scala</code>,<code>Clojure</code> and <code>C</code></p>  <p><code>Interpreted</code> :</p>  <p>This was until recently Headed by <code>Python</code> but now <code>Ruby</code> &amp; <code>JavaScript</code> is proving to be good competitor.</p>",13,7,1
124,589,2011-12-01 13:40:25.137,OddCore,2014-07-24 23:09:39.553,http://oddlounge.tumblr.com/,Greece,25,"<p>Lua/Corona SDK developer with background in C#, C++, XNA, Prolog, DirectX, OpenGL/GLSL with SDL.</p>  <p>I create entertainment software for your personal computing machines and mobile telephony gadgetry.</p>  <p>Avid roleplayer and curator of all things tabletop RPG. Have played Dungeons and Dragons 3.5 and 4e, Call Of Cthulhu, All Flesh must be Eaten, Everway, Pathfinder, Vampire: The Masquerade, Changeling: The Lost, Geist: The Sin-Eaters, Fallout, and have read Nobilis, Cyberpunk 2020, The Burning Wheel, Lord of the Rings RPG, Legend of the Five Rings, Mechanical Dream, Aria: Canticle of the Monomyth, Discworld GURPS, Blue Rose, Das Schwarze Auge (The Dark Eye), Dragon Age RPG, A Game of Thrones RPG, Wheel of Time RPG, Grimm RPG, Blue Planet, Eclipse Phase, and Gamma World.</p>  <p>I also like marshmallows.</p>",10,7,5
125,1399,2011-12-01 14:12:46.013,Roshnal,2014-09-05 14:05:34.763,http://www.linkedin.com/pub/roshnal-lihinikadu/73/993/b67,"Colombo, Sri Lanka",19,"<p>I'm a computer geek, a programmer, love travelling and seek perfection. Enjoys good music, avid movie fan &amp; a food and cocktail lover.</p>  <p>Proficient in Java, C++, HTML5/CSS, Javascript, Scala, XML, and about 4 more computer languages. Excellent Android &amp; BlackBerry 10 developer, learning iOS development.</p>  <p>Speaks 3 human languages (English, Sinhala, Spanish) and learning 5 more (German, Dutch, Italian, Russian &amp; Swedish).</p>  <p>2-time IOI (International Olympiad in Informatics) participant, 2012 Oracle ThinkQuest runner-up, 3-time NSSC (National School Software Competition) medalist and 2013 IT Mastermind runner-up.</p>  <p>(TLDR; I know a lot of languages, program a lot, and won a lot of awards and medals).</p>  <p>Find me on Twitter: <a href=""https://twitter.com/roshnal15"" rel=""nofollow"">@roshnal15</a></p>  <p>:-)</p>",137,33,0
126,707,2011-12-01 14:31:31.093,Brett White,2013-02-05 18:23:07.200,http://www.digsyiscomics.tumblr.com,"New York, NY",30,<p>I work for the Community Growth team at Stack Exchange.</p>,41,47,4
127,100,2011-12-01 14:49:51.370,Laura,2014-08-07 17:45:27.640,NULL,"New York, United States",NULL,"<p>Product Manager @ Stack Exchange.</p>  <p>I like to cook, and I love my <a href=""http://en.wikipedia.org/wiki/Community-supported_agriculture"" rel=""nofollow"">CSA</a>. I write about those things on <a href=""http://sharingmyshare.tumblr.com"" rel=""nofollow"">this little blog</a>.</p>",12,22,7
